cod,nombre,categoria,tipo_dep,lat,lon,vecino_cod,vecino_nombre,vecino_cat,vecino_tipo_dep,vecino_lat,vecino_lon,dist_km,tipo_red,linea
00002,KM. 40.0 (VALSEQUILLO),S,Apeadero,38.4131863683563,-5.34852456602894,00003,LA GRANJUELA - KM. 45.9,S,Apartadero,38.3673622496071,-5.34038858834965,6.0,Resto,528-ALMORCHON-MIRABUENO
00002,KM. 40.0 (VALSEQUILLO),S,Apeadero,38.4131863683563,-5.34852456602894,37400,ALMORCHON,P,Túnel,38.6965995854468,-5.2904191096938,40.0,Resto,528-ALMORCHON-MIRABUENO
00003,LA GRANJUELA - KM. 45.9,S,Apartadero,38.3673622496071,-5.34038858834965,00002,KM. 40.0 (VALSEQUILLO),S,Apeadero,38.4131863683563,-5.34852456602894,6.0,Resto,528-ALMORCHON-MIRABUENO
00003,LA GRANJUELA - KM. 45.9,S,Apartadero,38.3673622496071,-5.34038858834965,00004,EL PORVENIR ( APD ),S,Apartadero,38.3006343915907,-5.28797676288853,9.6,Resto,528-ALMORCHON-MIRABUENO
00004,EL PORVENIR ( APD ),S,Apartadero,38.3006343915907,-5.28797676288853,00005,PEÑARROYA - PUEBLONUEVO,S,Apeadero,38.2919324075736,-5.27450877254534,0.9,Resto,528-ALMORCHON-MIRABUENO
00004,EL PORVENIR ( APD ),S,Apartadero,38.3006343915907,-5.28797676288853,00003,LA GRANJUELA - KM. 45.9,S,Apartadero,38.3673622496071,-5.34038858834965,9.6,Resto,528-ALMORCHON-MIRABUENO
00005,PEÑARROYA - PUEBLONUEVO,S,Apeadero,38.2919324075736,-5.27450877254534,00004,EL PORVENIR ( APD ),S,Apartadero,38.3006343915907,-5.28797676288853,0.9,Resto,528-ALMORCHON-MIRABUENO
00005,PEÑARROYA - PUEBLONUEVO,S,Apeadero,38.2919324075736,-5.27450877254534,00006,BELMEZ,S,Apartadero,38.2631353813833,-5.2085346103677,6.9,Resto,528-ALMORCHON-MIRABUENO
00006,BELMEZ,S,Apartadero,38.2631353813833,-5.2085346103677,00005,PEÑARROYA - PUEBLONUEVO,S,Apeadero,38.2919324075736,-5.27450877254534,6.9,Resto,528-ALMORCHON-MIRABUENO
00006,BELMEZ,S,Apartadero,38.2631353813833,-5.2085346103677,00007,VILLANUEVA DEL REY (APD),S,Punto KM,38.2293554539466,-5.12219938686763,9.1,Resto,528-ALMORCHON-MIRABUENO
00007,VILLANUEVA DEL REY (APD),S,Punto KM,38.2293554539466,-5.12219938686763,00006,BELMEZ,S,Apartadero,38.2631353813833,-5.2085346103677,9.1,Resto,528-ALMORCHON-MIRABUENO
00007,VILLANUEVA DEL REY (APD),S,Punto KM,38.2293554539466,-5.12219938686763,00008,ESPIEL,S,Apartadero,38.1766020161297,-5.04687652759888,10.0,Resto,528-ALMORCHON-MIRABUENO
00008,ESPIEL,S,Apartadero,38.1766020161297,-5.04687652759888,00007,VILLANUEVA DEL REY (APD),S,Punto KM,38.2293554539466,-5.12219938686763,10.0,Resto,528-ALMORCHON-MIRABUENO
00008,ESPIEL,S,Apartadero,38.1766020161297,-5.04687652759888,00010,ALHONDIGUILLA-VILLAVICIOSA,S,Estación,38.1195893304568,-4.94990541302099,11.1,Resto,528-ALMORCHON-MIRABUENO
00010,ALHONDIGUILLA-VILLAVICIOSA,S,Estación,38.1195893304568,-4.94990541302099,00012,EL PARRALEJO ( CGD ),S,Garita,38.1164077017489,-4.94188924572173,0.8,Resto,528-ALMORCHON-MIRABUENO
00010,ALHONDIGUILLA-VILLAVICIOSA,S,Estación,38.1195893304568,-4.94990541302099,00008,ESPIEL,S,Apartadero,38.1766020161297,-5.04687652759888,11.1,Resto,528-ALMORCHON-MIRABUENO
00012,EL PARRALEJO ( CGD ),S,Garita,38.1164077017489,-4.94188924572173,00010,ALHONDIGUILLA-VILLAVICIOSA,S,Estación,38.1195893304568,-4.94990541302099,0.8,Resto,528-ALMORCHON-MIRABUENO
00012,EL PARRALEJO ( CGD ),S,Garita,38.1164077017489,-4.94188924572173,00013,EL VACAR - VILLAHARTA,S,Apeadero,38.0768245069927,-4.85302616174177,9.4,Resto,528-ALMORCHON-MIRABUENO
00013,EL VACAR - VILLAHARTA,S,Apeadero,38.0768245069927,-4.85302616174177,00014,OBEJO,S,Apeadero,38.0258187489291,-4.78949192766565,8.2,Resto,528-ALMORCHON-MIRABUENO
00013,EL VACAR - VILLAHARTA,S,Apeadero,38.0768245069927,-4.85302616174177,00012,EL PARRALEJO ( CGD ),S,Garita,38.1164077017489,-4.94188924572173,9.4,Resto,528-ALMORCHON-MIRABUENO
00014,OBEJO,S,Apeadero,38.0258187489291,-4.78949192766565,00015,CERRO MURIANO,S,Estación,38.0020361087565,-4.76944770113016,3.5,Resto,528-ALMORCHON-MIRABUENO
00014,OBEJO,S,Apeadero,38.0258187489291,-4.78949192766565,00013,EL VACAR - VILLAHARTA,S,Apeadero,38.0768245069927,-4.85302616174177,8.2,Resto,528-ALMORCHON-MIRABUENO
00015,CERRO MURIANO,S,Estación,38.0020361087565,-4.76944770113016,00014,OBEJO,S,Apeadero,38.0258187489291,-4.78949192766565,3.5,Resto,528-ALMORCHON-MIRABUENO
00015,CERRO MURIANO,S,Estación,38.0020361087565,-4.76944770113016,00016,BALANZONA,S,Túnel,37.9737352868361,-4.75891576261637,6.3,Resto,528-ALMORCHON-MIRABUENO
00016,BALANZONA,S,Túnel,37.9737352868361,-4.75891576261637,00015,CERRO MURIANO,S,Estación,38.0020361087565,-4.76944770113016,6.3,Resto,528-ALMORCHON-MIRABUENO
00016,BALANZONA,S,Túnel,37.9737352868361,-4.75891576261637,00017,LOS PRADILLOS,S,Estación,37.9192343956757,-4.767574311649,7.6,Resto,528-ALMORCHON-MIRABUENO
00017,LOS PRADILLOS,S,Estación,37.9192343956757,-4.767574311649,00018,MIRABUENO,S,Estación,37.9148909623569,-4.77342889441022,0.7,Resto,528-ALMORCHON-MIRABUENO
00017,LOS PRADILLOS,S,Estación,37.9192343956757,-4.767574311649,00016,BALANZONA,S,Túnel,37.9737352868361,-4.75891576261637,7.6,Resto,528-ALMORCHON-MIRABUENO
00018,MIRABUENO,S,Estación,37.9148909623569,-4.77342889441022,00017,LOS PRADILLOS,S,Estación,37.9192343956757,-4.767574311649,0.7,Resto,528-ALMORCHON-MIRABUENO
01001,EL SORBITO,S,Túnel,37.2073347360525,-5.70672087054409,B5103,BIF. UTRERA,S,Bifurcación,37.2101185371536,-5.8187387491303,10.2,Uso resto viaj. Interciud,422-BIF. UTRERA-FUENTE DE PIEDRA
01001,EL SORBITO,S,Túnel,37.2073347360525,-5.70672087054409,01003,ARAHAL,P,Túnel,37.2681352651694,-5.54839176688022,16.8,Uso resto viaj. Interciud,422-BIF. UTRERA-FUENTE DE PIEDRA
01003,ARAHAL,P,Túnel,37.2681352651694,-5.54839176688022,01004,PARADAS,S,Apartadero,37.3033035184803,-5.50021671880948,5.8,Uso resto viaj. Interciud,422-BIF. UTRERA-FUENTE DE PIEDRA
01003,ARAHAL,P,Túnel,37.2681352651694,-5.54839176688022,01001,EL SORBITO,S,Túnel,37.2073347360525,-5.70672087054409,16.8,Uso resto viaj. Interciud,422-BIF. UTRERA-FUENTE DE PIEDRA
01004,PARADAS,S,Apartadero,37.3033035184803,-5.50021671880948,01003,ARAHAL,P,Túnel,37.2681352651694,-5.54839176688022,5.8,Uso resto viaj. Interciud,422-BIF. UTRERA-FUENTE DE PIEDRA
01004,PARADAS,S,Apartadero,37.3033035184803,-5.50021671880948,01005,MARCHENA,P,Estación,37.3342201971977,-5.42544774892278,7.5,Uso resto viaj. Interciud,422-BIF. UTRERA-FUENTE DE PIEDRA
01005,MARCHENA,P,Estación,37.3342201971977,-5.42544774892278,01004,PARADAS,S,Apartadero,37.3033035184803,-5.50021671880948,7.5,Uso resto viaj. Interciud,422-BIF. UTRERA-FUENTE DE PIEDRA
01005,MARCHENA,P,Estación,37.3342201971977,-5.42544774892278,01006,OJUELOS-LANTEJUELO,S,Apartadero,37.3148060867936,-5.29630163268996,11.9,Uso resto viaj. Interciud,422-BIF. UTRERA-FUENTE DE PIEDRA
01006,OJUELOS-LANTEJUELO,S,Apartadero,37.3148060867936,-5.29630163268996,01005,MARCHENA,P,Estación,37.3342201971977,-5.42544774892278,11.9,Uso resto viaj. Interciud,422-BIF. UTRERA-FUENTE DE PIEDRA
01006,OJUELOS-LANTEJUELO,S,Apartadero,37.3148060867936,-5.29630163268996,01007,OSUNA,P,Estación,37.2337882871239,-5.11484699541291,19.1,Uso resto viaj. Interciud,422-BIF. UTRERA-FUENTE DE PIEDRA
01007,OSUNA,P,Estación,37.2337882871239,-5.11484699541291,01008,AGUADULCE,S,Apartadero,37.2480652023415,-5.00834702614548,10.6,Uso resto viaj. Interciud,422-BIF. UTRERA-FUENTE DE PIEDRA
01007,OSUNA,P,Estación,37.2337882871239,-5.11484699541291,01006,OJUELOS-LANTEJUELO,S,Apartadero,37.3148060867936,-5.29630163268996,19.1,Uso resto viaj. Interciud,422-BIF. UTRERA-FUENTE DE PIEDRA
01008,AGUADULCE,S,Apartadero,37.2480652023415,-5.00834702614548,01007,OSUNA,P,Estación,37.2337882871239,-5.11484699541291,10.6,Uso resto viaj. Interciud,422-BIF. UTRERA-FUENTE DE PIEDRA
01008,AGUADULCE,S,Apartadero,37.2480652023415,-5.00834702614548,01009,PEDRERA,P,Túnel,37.2223664663315,-4.89369985595282,11.1,Uso resto viaj. Interciud,422-BIF. UTRERA-FUENTE DE PIEDRA
01009,PEDRERA,P,Túnel,37.2223664663315,-4.89369985595282,B0102,KM. 98.5 ( BIF. MALAGA ),S,Cargadero,37.2144269164884,-4.85912887552372,3.7,Uso resto viaj. Interciud,422-BIF. UTRERA-FUENTE DE PIEDRA
01009,PEDRERA,P,Túnel,37.2223664663315,-4.89369985595282,01008,AGUADULCE,S,Apartadero,37.2480652023415,-5.00834702614548,11.1,Uso resto viaj. Interciud,422-BIF. UTRERA-FUENTE DE PIEDRA
02000,LA MAROTA,S,Estación,37.7911891661266,-4.99946426108633,B0200,BIF. MALAGA-A. V.,S,Bifurcación,37.8398989930179,-4.94163870664446,7.7,Uso principal Alta Vel.,030-BIF. MALAGA-A.V.-MARIA ZAMBRANO
02000,LA MAROTA,S,Estación,37.7911891661266,-4.99946426108633,C0216,"PK KM. 17,3",S,Cargadero,37.7086144554911,-5.01082455695372,9.7,Uso principal Alta Vel.,030-BIF. MALAGA-A.V.-MARIA ZAMBRANO
02001,SANTAELLA,S,Estación,37.5897336762554,-4.89199916381756,C0217,"PK KM. 25,8",S,Cargadero,37.6475944886982,-4.95462328334631,8.6,Uso principal Alta Vel.,030-BIF. MALAGA-A.V.-MARIA ZAMBRANO
02001,SANTAELLA,S,Estación,37.5897336762554,-4.89199916381756,C0218,"PK KM. 51,8",S,Cargadero,37.4377763322277,-4.86760205859034,17.4,Uso principal Alta Vel.,030-BIF. MALAGA-A.V.-MARIA ZAMBRANO
02002,PUENTE GENIL - HERRERA,P,Estación,37.3596762542363,-4.82226813904202,C0218,"PK KM. 51,8",S,Cargadero,37.4377763322277,-4.86760205859034,9.6,Uso principal Alta Vel.,030-BIF. MALAGA-A.V.-MARIA ZAMBRANO
02002,PUENTE GENIL - HERRERA,P,Estación,37.3596762542363,-4.82226813904202,C0219,"PK KM. 82,5",S,Cargadero,37.1962560028052,-4.71195241827528,21.1,Uso principal Alta Vel.,030-BIF. MALAGA-A.V.-MARIA ZAMBRANO
02003,ANTEQUERA-SANTA ANA,P,Estación,37.0714488148423,-4.72019156371666,02020,CAMBIADOR ANTEQUERA,S,Cruce,37.0665148312473,-4.72045243559479,0.4,Uso principal Alta Vel.,032-ANTEQUERA-SANTA ANA-CAMBIADOR ANTEQUERA
02003,ANTEQUERA-SANTA ANA,P,Estación,37.0714488148423,-4.72019156371666,A0427,"ANTEQUERA-STA.ANA-AGJ.KM. 50,4",S,Cargadero,37.0622856563275,-4.72110019374622,1.0,Uso resto viaj. Interciud,"418-A-S ANA AGJ. KM. 48,3-A-S ANA AGJ. KM. 50,4"
02003,ANTEQUERA-SANTA ANA,P,Estación,37.0714488148423,-4.72019156371666,A0426,"ANTEQUERA-STA.ANA-AGJ.KM. 48,3",S,Cargadero,37.0803725480104,-4.72907951291887,1.3,Uso resto viaj. Interciud,"418-A-S ANA AGJ. KM. 48,3-A-S ANA AGJ. KM. 50,4"
02003,ANTEQUERA-SANTA ANA,P,Estación,37.0714488148423,-4.72019156371666,B0201,BIF. GOBANTES,S,Bifurcación,37.0121381153891,-4.72277864445528,6.7,Uso principal Alta Vel.,030-BIF. MALAGA-A.V.-MARIA ZAMBRANO
02003,ANTEQUERA-SANTA ANA,P,Estación,37.0714488148423,-4.72019156371666,B0105,BIF. BOBADILLA,S,Bifurcación,37.0437052187723,-4.64168497589416,8.9,Uso viaj. Interciud V>160,036-ANTEQUERA-SANTA ANA-GRANADA
02003,ANTEQUERA-SANTA ANA,P,Estación,37.0714488148423,-4.72019156371666,C0219,"PK KM. 82,5",S,Cargadero,37.1962560028052,-4.71195241827528,14.3,Uso principal Alta Vel.,030-BIF. MALAGA-A.V.-MARIA ZAMBRANO
02004,ALORA-A. V.,S,Estación,36.8583341121583,-4.69162887462075,B0201,BIF. GOBANTES,S,Bifurcación,37.0121381153891,-4.72277864445528,18.1,Uso principal Alta Vel.,030-BIF. MALAGA-A.V.-MARIA ZAMBRANO
02004,ALORA-A. V.,S,Estación,36.8583341121583,-4.69162887462075,02005,LOS PRADOS-A. V.,S,Estación,36.6982714167603,-4.47693108029998,28.4,Uso principal Alta Vel.,030-BIF. MALAGA-A.V.-MARIA ZAMBRANO
02005,LOS PRADOS-A. V.,S,Estación,36.6982714167603,-4.47693108029998,54413,MALAGA MARIA ZAMBRANO,P,Estación,36.7115091901855,-4.4324110982723,4.5,Uso principal Alta Vel.,030-BIF. MALAGA-A.V.-MARIA ZAMBRANO
02005,LOS PRADOS-A. V.,S,Estación,36.6982714167603,-4.47693108029998,02004,ALORA-A. V.,S,Estación,36.8583341121583,-4.69162887462075,28.4,Uso principal Alta Vel.,030-BIF. MALAGA-A.V.-MARIA ZAMBRANO
02020,CAMBIADOR ANTEQUERA,S,Cruce,37.0665148312473,-4.72045243559479,02003,ANTEQUERA-SANTA ANA,P,Estación,37.0714488148423,-4.72019156371666,0.4,Uso principal Alta Vel.,032-ANTEQUERA-SANTA ANA-CAMBIADOR ANTEQUERA
02020,CAMBIADOR ANTEQUERA,S,Cruce,37.0665148312473,-4.72045243559479,A0427,"ANTEQUERA-STA.ANA-AGJ.KM. 50,4",S,Cargadero,37.0622856563275,-4.72110019374622,0.6,Uso resto viaj. Interciud,"428-CAMBIADOR ANTEQUERA-ANTEQUERA-SANTA ANA-AGJA. KM. 50,4"
02030,ANTEQUERA AV,P,Estación,37.0300002558847,-4.56010483110098,B0104,BIFURCACION LA VERONICA,S,Bifurcación,37.0339278515872,-4.58361811612515,2.3,Uso resto viaj. Interciud,468-BIF. LAS MARAVILLAS-ANTEQUERA AV
02030,ANTEQUERA AV,P,Estación,37.0300002558847,-4.56010483110098,B0105,BIF. BOBADILLA,S,Bifurcación,37.0437052187723,-4.64168497589416,7.7,Uso viaj. Interciud V>160,036-ANTEQUERA-SANTA ANA-GRANADA
02030,ANTEQUERA AV,P,Estación,37.0300002558847,-4.56010483110098,B0101,BIF. ARCHIDONA,S,Bifurcación,37.1216786478512,-4.41585584437709,16.6,Uso viaj. Interciud V>160,036-ANTEQUERA-SANTA ANA-GRANADA
02035,ILLORA,S,Estación,37.2324092450409,-3.95973756713345,B0109,BIF. TOCON,S,Bifurcación,37.2322563402231,-3.98397710103415,2.1,Uso viaj. Interciud V>160,036-ANTEQUERA-SANTA ANA-GRANADA
02035,ILLORA,S,Estación,37.2324092450409,-3.95973756713345,B0110,BIF. LA CHANA,S,Bifurcación,37.1989996124326,-3.65396670141648,29.2,Uso viaj. Interciud V>160,036-ANTEQUERA-SANTA ANA-GRANADA
03001,MENGIBAR-ARTICHUELA (APD-CGD),P,Depósito,37.9778674703449,-3.80193379295384,A0300,"ESPELUY-AGUJA KM. 150,5",S,Bifurcación,37.9957726485902,-3.81203255807654,2.5,Uso resto viaj. Interciud,"402-ESPELUY-AGUJA KM. 340,1-JAEN"
03001,MENGIBAR-ARTICHUELA (APD-CGD),P,Depósito,37.9778674703449,-3.80193379295384,03002,"KM. 139,2 ( VILLARGORDO )",S,Cargadero,37.9135935491964,-3.78409676781621,8.7,Uso resto viaj. Interciud,"402-ESPELUY-AGUJA KM. 340,1-JAEN"
03002,"KM. 139,2 ( VILLARGORDO )",S,Cargadero,37.9135935491964,-3.78409676781621,03003,"KM. 130,0 ( GRAÑENA )",S,Cargadero,37.8388425546703,-3.76533858158462,8.6,Uso resto viaj. Interciud,"402-ESPELUY-AGUJA KM. 340,1-JAEN"
03002,"KM. 139,2 ( VILLARGORDO )",S,Cargadero,37.9135935491964,-3.78409676781621,03001,MENGIBAR-ARTICHUELA (APD-CGD),P,Depósito,37.9778674703449,-3.80193379295384,8.7,Uso resto viaj. Interciud,"402-ESPELUY-AGUJA KM. 340,1-JAEN"
03003,"KM. 130,0 ( GRAÑENA )",S,Cargadero,37.8388425546703,-3.76533858158462,03002,"KM. 139,2 ( VILLARGORDO )",S,Cargadero,37.9135935491964,-3.78409676781621,8.6,Uso resto viaj. Interciud,"402-ESPELUY-AGUJA KM. 340,1-JAEN"
03003,"KM. 130,0 ( GRAÑENA )",S,Cargadero,37.8388425546703,-3.76533858158462,03100,JAEN,P,Estación,37.7799174232264,-3.79078792063742,10.3,Uso resto viaj. Interciud,"402-ESPELUY-AGUJA KM. 340,1-JAEN"
03100,JAEN,P,Estación,37.7799174232264,-3.79078792063742,03003,"KM. 130,0 ( GRAÑENA )",S,Cargadero,37.8388425546703,-3.76533858158462,10.3,Uso resto viaj. Interciud,"402-ESPELUY-AGUJA KM. 340,1-JAEN"
03200,MADRID-JARDIN BOTANICO,S,Estación,40.4094182554313,-3.69205680161196,B0888,BOCA SUR TUNEL CH-ATOCHA,S,Cargadero,40.4014734830856,-3.68512539090879,1.0,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03200,MADRID-JARDIN BOTANICO,S,Estación,40.4094182554313,-3.69205680161196,B0885,BOCA N. TUNEL CH-ATOCHA,S,Cargadero,40.4679383156435,-3.68299145146673,6.6,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03201,VALDEMORO-A. V.,S,Estación,40.1478441289742,-3.70517476544215,B0903,BIF. BLANCALES,S,Bifurcación,40.1621679900549,-3.72344002361393,2.1,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03201,VALDEMORO-A. V.,S,Estación,40.1478441289742,-3.70517476544215,03203,VILLARRUBIA DE SANTIAGO-A. V.,S,Estación,39.9533769042666,-3.37831810397473,42.1,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03202,CANAL DEL MANZANARES,S,Estación,40.3470202232969,-3.66556104560471,B0888,BOCA SUR TUNEL CH-ATOCHA,S,Cargadero,40.4014734830856,-3.68512539090879,7.3,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03202,CANAL DEL MANZANARES,S,Estación,40.3470202232969,-3.66556104560471,B0900,BIF. TORREJON DE VELASCO,S,Bifurcación,40.201004745035,-3.74959271426061,20.9,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03203,VILLARRUBIA DE SANTIAGO-A. V.,S,Estación,39.9533769042666,-3.37831810397473,Z1305,BASE DE MONTAJE VILLARRUBIA,S,Zona técnica,39.9591321338409,-3.34706035247477,2.7,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03203,VILLARRUBIA DE SANTIAGO-A. V.,S,Estación,39.9533769042666,-3.37831810397473,03201,VALDEMORO-A. V.,S,Estación,40.1478441289742,-3.70517476544215,42.1,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03204,SANTA CRUZ DE LA ZARZA-A. V.,S,Estación,39.9739293481237,-3.16145431152643,03205,TARANCON-A. V.,S,Estación,39.9773861430586,-2.99623341615241,14.6,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03204,SANTA CRUZ DE LA ZARZA-A. V.,S,Estación,39.9739293481237,-3.16145431152643,Z1305,BASE DE MONTAJE VILLARRUBIA,S,Zona técnica,39.9591321338409,-3.34706035247477,16.6,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03205,TARANCON-A. V.,S,Estación,39.9773861430586,-2.99623341615241,03204,SANTA CRUZ DE LA ZARZA-A. V.,S,Estación,39.9739293481237,-3.16145431152643,14.6,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03205,TARANCON-A. V.,S,Estación,39.9773861430586,-2.99623341615241,03206,CAMPOS DEL PARAISO,S,Estación,40.0265733282499,-2.71179599065474,25.5,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03206,CAMPOS DEL PARAISO,S,Estación,40.0265733282499,-2.71179599065474,03207,HORCAJADA,S,Estación,40.0534556151731,-2.47599792500366,20.8,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03206,CAMPOS DEL PARAISO,S,Estación,40.0265733282499,-2.71179599065474,03205,TARANCON-A. V.,S,Estación,39.9773861430586,-2.99623341615241,25.5,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03207,HORCAJADA,S,Estación,40.0534556151731,-2.47599792500366,03206,CAMPOS DEL PARAISO,S,Estación,40.0265733282499,-2.71179599065474,20.8,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03207,HORCAJADA,S,Estación,40.0534556151731,-2.47599792500366,03208,CUENCA - FERNANDO ZOBEL,P,Estación,40.0329788135383,-2.14138709054357,30.5,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03208,CUENCA - FERNANDO ZOBEL,P,Estación,40.0329788135383,-2.14138709054357,03209,MONTEAGUDO DE LAS SALINAS,S,Estación,39.8089921857655,-1.99339363998464,29.1,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03208,CUENCA - FERNANDO ZOBEL,P,Estación,40.0329788135383,-2.14138709054357,03207,HORCAJADA,S,Estación,40.0534556151731,-2.47599792500366,30.5,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03209,MONTEAGUDO DE LAS SALINAS,S,Estación,39.8089921857655,-1.99339363998464,Z1300,BASE DE MONTAJE GABALDON,S,Zona técnica,39.6351106918245,-1.94549784134847,20.8,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03209,MONTEAGUDO DE LAS SALINAS,S,Estación,39.8089921857655,-1.99339363998464,03208,CUENCA - FERNANDO ZOBEL,P,Estación,40.0329788135383,-2.14138709054357,29.1,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03210,INIESTA,S,Estación,39.523275767838,-1.80829120904746,B0320,BIF. ALBACETE,S,Bifurcación,39.6087603794236,-1.9575818508424,18.8,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03210,INIESTA,S,Estación,39.523275767838,-1.80829120904746,03211,MINGLANILLA,S,Estación,39.5250745716098,-1.55843726059528,22.6,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03211,MINGLANILLA,S,Estación,39.5250745716098,-1.55843726059528,03212,CAUDETE DE LAS FUENTES,S,Estación,39.5465246250954,-1.32671261701518,21.0,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03211,MINGLANILLA,S,Estación,39.5250745716098,-1.55843726059528,03210,INIESTA,S,Estación,39.523275767838,-1.80829120904746,22.6,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03212,CAUDETE DE LAS FUENTES,S,Estación,39.5465246250954,-1.32671261701518,03213,REQUENA-UTIEL,P,Estación,39.5237281328961,-1.13844782606988,16.9,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03212,CAUDETE DE LAS FUENTES,S,Estación,39.5465246250954,-1.32671261701518,03211,MINGLANILLA,S,Estación,39.5250745716098,-1.55843726059528,21.0,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03213,REQUENA-UTIEL,P,Estación,39.5237281328961,-1.13844782606988,03212,CAUDETE DE LAS FUENTES,S,Estación,39.5465246250954,-1.32671261701518,16.9,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03213,REQUENA-UTIEL,P,Estación,39.5237281328961,-1.13844782606988,03214,SIETE AGUAS-A. V.,S,Estación,39.4631529131311,-0.947519890810376,18.0,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03214,SIETE AGUAS-A. V.,S,Estación,39.4631529131311,-0.947519890810376,03213,REQUENA-UTIEL,P,Estación,39.5237281328961,-1.13844782606988,18.0,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03214,SIETE AGUAS-A. V.,S,Estación,39.4631529131311,-0.947519890810376,03215,CHIVA-A. V.,S,Estación,39.4732022403259,-0.629256452753867,28.2,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03215,CHIVA-A. V.,S,Estación,39.4732022403259,-0.629256452753867,B0321,BIF. XATIVA,S,Bifurcación,39.4462478851584,-0.417086656273646,19.1,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
03215,CHIVA-A. V.,S,Estación,39.4732022403259,-0.629256452753867,03214,SIETE AGUAS-A. V.,S,Estación,39.4631529131311,-0.947519890810376,28.2,Uso principal Alta Vel.,040-MADRID-CHAMARTIN-CLARA CAMPOAMOR - VALENCIA-JOAQUIM SOROLLA
